报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
营业总收入(万元),33867,22434,6222,55343,27990,19434,5863,47919,27695,21458,6369,56289,28937,22703,6109,55661,44945,38094,
营业收入(万元),33867,22434,6222,55343,27990,19434,5863,47919,27695,21458,6369,56289,28937,22703,6109,55661,44945,38094,
利息收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
已赚保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业总成本(万元),34019,22377,7879,53508,27832,18417,7731,43948,26661,19597,7467,50673,27462,21039,7668,50804,39830,33817,
营业成本(万元),26087,17256,5138,37284,17908,11948,4421,31029,18426,14008,4751,37680,18326,14411,4200,36582,27693,25476,
利息支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
手续费及佣金支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
房地产销售成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
研发费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
退保金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
赔付支出净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
提取保险合同准备金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保单红利支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
分保费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务成本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业税金及附加(万元),135,108,25,294,176,144,45,494,316,277,93,875,393,340,75,901,630,406,
销售费用(万元),3179,2008,1140,5060,3778,2360,1344,4074,3073,2070,969,3833,2886,2050,1308,4854,4647,3353,
管理费用(万元),4184,2779,1508,7348,5691,3767,1831,6384,4460,2919,1479,6360,4714,3290,1900,7225,5961,4147,
财务费用(万元),434,226,68,327,280,198,90,473,387,322,175,793,557,362,183,563,403,387,
资产减值损失(万元),--,--,--,3194,--,--,-0,1495,--,--,--,1131,586,586,--,681,496,47,
公允价值变动收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资收益(万元),--,--,--,-17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
对联营企业和合营企业的投资收益(万元),--,--,--,-17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
汇兑收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
期货损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
托管收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
补贴收入(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他业务利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业利润(万元),494,204,-1657,1819,158,1016,-1867,3971,1034,1861,-1098,5616,1475,1664,-1558,4857,5115,4277,
营业外收入(万元),78,67,127,1699,1108,812,633,1302,912,775,646,1060,853,624,373,1372,707,403,
营业外支出(万元),1,1,0,40,9,9,7,14,3,3,--,0,--,0,--,2,0,34,
非流动资产处置损失(万元),1,1,0,11,9,9,7,3,3,3,--,0,--,0,--,2,0,6,
利润总额(万元),571,271,-1530,3478,1257,1819,-1242,5259,1943,2633,-451,6676,2328,2288,-1185,6226,5822,4647,
所得税费用(万元),412,199,2,287,49,43,2,714,242,232,10,1005,236,180,0,965,1050,432,
未确认投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
净利润(万元),159,72,-1532,3191,1208,1776,-1244,4545,1701,2401,-461,5671,2092,2108,-1185,5261,4771,4214,
归属于母公司所有者的净利润(万元),159,72,-1532,3191,1208,1776,-1244,4545,1701,2401,-461,5671,2092,2108,-1185,5261,4771,4214,
被合并方在合并前实现净利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,
基本每股收益,0.01,0.01,-0.11,0.22,0.08,0.13,-0.18,0.7,0.27,0.4,-0.09,1.07,0.39,0.4,-0.22,0.99,0.9,0.84,
稀释每股收益,0.01,0.01,-0.11,0.22,0.08,0.13,-0.18,0.7,0.27,0.4,--,1.07,0.39,0.4,--,0.99,0.9,0.84,
